Municipality,IBGE.Code,IBGE.Code6,State,Region,Koppen,Altitude
Chapadinha,2103208,210320,MA,Nordeste,Aw,82
Cidelândia,2103257,210325,MA,Nordeste,Aw,256
Codó,2103307,210330,MA,Nordeste,Aw,96
Coelho Neto,2103406,210340,MA,Nordeste,Aw,93
Colinas,2103505,210350,MA,Nordeste,Aw,263
Conceição do Lago-Açu,2103554,210355,MA,Nordeste,Aw,12
Coroatá,2103604,210360,MA,Nordeste,Aw,67
Cururupu,2103703,210370,MA,Nordeste,As,15
Davinópolis,2103752,210375,MA,Nordeste,Aw,195
Dom Pedro,2103802,210380,MA,Nordeste,Aw,155
Duque Bacelar,2103901,210390,MA,Nordeste,Aw,77
Esperantinópolis,2104008,210400,MA,Nordeste,Aw,120
Estreito,2104057,210405,MA,Nordeste,Aw,260
Feira Nova do Maranhão,2104073,210407,MA,Nordeste,Aw,381
Fernando Falcão,2104081,210408,MA,Nordeste,Aw,339
Formosa da Serra Negra,2104099,210409,MA,Nordeste,Aw,365
Fortaleza dos Nogueiras,2104107,210410,MA,Nordeste,Aw,448
Fortuna,2104206,210420,MA,Nordeste,Aw,182
Godofredo Viana,2104305,210430,MA,Nordeste,Am,20
Gonçalves Dias,2104404,210440,MA,Nordeste,Aw,145
Governador Archer,2104503,210450,MA,Nordeste,Aw,129
Governador Edison Lobão,2104552,210455,MA,Nordeste,Aw,192
Governador Eugênio Barros,2104602,210460,MA,Nordeste,Aw,151
Governador Luiz Rocha,2104628,210462,MA,Nordeste,Aw,184
Governador Newton Bello,2104651,210465,MA,Nordeste,Am,56
Governador Nunes Freire,2104677,210467,MA,Nordeste,Am,53
Graça Aranha,2104701,210470,MA,Nordeste,Aw,190
Grajaú,2104800,210480,MA,Nordeste,Aw,242
Guimarães,2104909,210490,MA,Nordeste,As,20
Humberto de Campos,2105005,210500,MA,Nordeste,As,28
Icatu,2105104,210510,MA,Nordeste,As,24
Igarapé do Meio,2105153,210515,MA,Nordeste,Am,19
Igarapé Grande,2105203,210520,MA,Nordeste,Aw,60
Imperatriz,2105302,210530,MA,Nordeste,Aw,159
Itaipava do Grajaú,2105351,210535,MA,Nordeste,Aw,204
Itapecuru Mirim,2105401,210540,MA,Nordeste,Am,41
Itinga do Maranhão,2105427,210542,MA,Nordeste,Aw,205
Jatobá,2105450,210545,MA,Nordeste,Aw,267
Jenipapo dos Vieiras,2105476,210547,MA,Nordeste,Aw,230
João Lisboa,2105500,210550,MA,Nordeste,Aw,250
Joselândia,2105609,210560,MA,Nordeste,Aw,116
Junco do Maranhão,2105658,210565,MA,Nordeste,Am,39
Lago da Pedra,2105708,210570,MA,Nordeste,Aw,168
Lago do Junco,2105807,210580,MA,Nordeste,Aw,69
Lago Verde,2105906,210590,MA,Nordeste,Aw,20
Lagoa do Mato,2105922,210592,MA,Nordeste,Aw,253
Lago dos Rodrigues,2105948,210594,MA,Nordeste,Aw,68
Lagoa Grande do Maranhão,2105963,210596,MA,Nordeste,Aw,210
Lajeado Novo,2105989,210598,MA,Nordeste,Aw,235
Lima Campos,2106003,210600,MA,Nordeste,Aw,66
Loreto,2106102,210610,MA,Nordeste,Aw,309
Luís Domingues,2106201,210620,MA,Nordeste,Am,31
Magalhães de Almeida,2106300,210630,MA,Nordeste,As,38
Maracaçumé,2106326,210632,MA,Nordeste,Am,47
Marajá do Sena,2106359,210635,MA,Nordeste,Aw,209
Maranhãozinho,2106375,210637,MA,Nordeste,Am,72
Mata Roma,2106409,210640,MA,Nordeste,Aw,87
Matinha,2106508,210650,MA,Nordeste,Am,18
Matões,2106607,210660,MA,Nordeste,Aw,172
Matões do Norte,2106631,210663,MA,Nordeste,Aw,41
Milagres do Maranhão,2106672,210667,MA,Nordeste,As,82
Mirador,2106706,210670,MA,Nordeste,Aw,378
Miranda do Norte,2106755,210675,MA,Nordeste,Aw,39
Mirinzal,2106805,210680,MA,Nordeste,As,36
Monção,2106904,210690,MA,Nordeste,Am,20
Montes Altos,2107001,210700,MA,Nordeste,Aw,242
Morros,2107100,210710,MA,Nordeste,As,71
Nina Rodrigues,2107209,210720,MA,Nordeste,Am,46
Nova Colinas,2107258,210725,MA,Nordeste,Aw,426
Nova Iorque,2107308,210730,MA,Nordeste,Aw,217
Nova Olinda do Maranhão,2107357,210735,MA,Nordeste,Am,72
Olho d'Água das Cunhãs,2107407,210740,MA,Nordeste,Aw,34
Olinda Nova do Maranhão,2107456,210745,MA,Nordeste,Am,24
Paço do Lumiar,2107506,210750,MA,Nordeste,As,25
Palmeirândia,2107605,210760,MA,Nordeste,As,22
Paraibano,2107704,210770,MA,Nordeste,Aw,309
Parnarama,2107803,210780,MA,Nordeste,Aw,184
Passagem Franca,2107902,210790,MA,Nordeste,Aw,286
Pastos Bons,2108009,210800,MA,Nordeste,Aw,340
Paulino Neves,2108058,210805,MA,Nordeste,As,36
Paulo Ramos,2108108,210810,MA,Nordeste,Aw,123
Pedreiras,2108207,210820,MA,Nordeste,Aw,54
Pedro do Rosário,2108256,210825,MA,Nordeste,Am,38
Penalva,2108306,210830,MA,Nordeste,Am,17
Peri Mirim,2108405,210840,MA,Nordeste,As,15
Peritoró,2108454,210845,MA,Nordeste,Aw,88
Pindaré-Mirim,2108504,210850,MA,Nordeste,Am,22
Pinheiro,2108603,210860,MA,Nordeste,Am,27
Pio XII,2108702,210870,MA,Nordeste,Aw,22
Pirapemas,2108801,210880,MA,Nordeste,Aw,47
Poção de Pedras,2108900,210890,MA,Nordeste,Aw,101
Porto Franco,2109007,210900,MA,Nordeste,Aw,211
Porto Rico do Maranhão,2109056,210905,MA,Nordeste,As,18
Presidente Dutra,2109106,210910,MA,Nordeste,Aw,140
Presidente Juscelino,2109205,210920,MA,Nordeste,Am,41
Presidente Médici,2109239,210923,MA,Nordeste,Am,42
Presidente Sarney,2109270,210927,MA,Nordeste,Am,30
Presidente Vargas,2109304,210930,MA,Nordeste,Am,52
Primeira Cruz,2109403,210940,MA,Nordeste,As,43
Raposa,2109452,210945,MA,Nordeste,As,10
Riachão,2109502,210950,MA,Nordeste,Aw,342
Ribamar Fiquene,2109551,210955,MA,Nordeste,Aw,164
Rosário,2109601,210960,MA,Nordeste,Am,25
Sambaíba,2109700,210970,MA,Nordeste,Aw,322
Santa Filomena do Maranhão,2109759,210975,MA,Nordeste,Aw,180
Santa Helena,2109809,210980,MA,Nordeste,Am,24
Santa Inês,2109908,210990,MA,Nordeste,Aw,39
Santa Luzia,2110005,211000,MA,Nordeste,Aw,168
Santa Luzia do Paruá,2110039,211003,MA,Nordeste,Am,40
Santa Quitéria do Maranhão,2110104,211010,MA,Nordeste,As,84
Santa Rita,2110203,211020,MA,Nordeste,Am,23
Santana do Maranhão,2110237,211023,MA,Nordeste,As,89
Santo Amaro do Maranhão,2110278,211027,MA,Nordeste,As,28
Santo Antônio dos Lopes,2110302,211030,MA,Nordeste,Aw,101
São Benedito do Rio Preto,2110401,211040,MA,Nordeste,Am,71
São Bento,2110500,211050,MA,Nordeste,Am,22
São Bernardo,2110609,211060,MA,Nordeste,As,71
São Domingos do Azeitão,2110658,211065,MA,Nordeste,Aw,369
São Domingos do Maranhão,2110708,211070,MA,Nordeste,Aw,225
São Félix de Balsas,2110807,211080,MA,Nordeste,Aw,299
São Francisco do Brejão,2110856,211085,MA,Nordeste,Aw,323
São Francisco do Maranhão,2110906,211090,MA,Nordeste,Aw,205
São João Batista,2111003,211100,MA,Nordeste,Am,6
São João do Carú,2111029,211102,MA,Nordeste,Am,97
São João do Paraíso,2111052,211105,MA,Nordeste,Aw,316
São João do Soter,2111078,211107,MA,Nordeste,Aw,130
São João dos Patos,2111102,211110,MA,Nordeste,Aw,305
São José de Ribamar,2111201,211120,MA,Nordeste,As,11
São José dos Basílios,2111250,211125,MA,Nordeste,Aw,87
São Luís,2111300,211130,MA,Nordeste,Aw,15
São Luís Gonzaga do Maranhão,2111409,211140,MA,Nordeste,Aw,52
São Mateus do Maranhão,2111508,211150,MA,Nordeste,Aw,31
São Pedro da Água Branca,2111532,211153,MA,Nordeste,Aw,137
São Pedro dos Crentes,2111573,211157,MA,Nordeste,Aw,362
São Raimundo das Mangabeiras,2111607,211160,MA,Nordeste,Aw,359
São Raimundo do Doca Bezerra,2111631,211163,MA,Nordeste,Aw,189
São Roberto,2111672,211167,MA,Nordeste,Aw,157
São Vicente Ferrer,2111706,211170,MA,Nordeste,Aw,22
Satubinha,2111722,211172,MA,Nordeste,Aw,31
Senador Alexandre Costa,2111748,211174,MA,Nordeste,Aw,143
Senador La Rocque,2111763,211176,MA,Nordeste,Aw,248
Serrano do Maranhão,2111789,211178,MA,Nordeste,As,26
Sítio Novo,2111805,211180,MA,Nordeste,Aw,312
Sucupira do Norte,2111904,211190,MA,Nordeste,Aw,319
Sucupira do Riachão,2111953,211195,MA,Nordeste,Aw,313
Tasso Fragoso,2112001,211200,MA,Nordeste,Aw,417
Timbiras,2112100,211210,MA,Nordeste,Aw,86
Timon,2112209,211220,MA,Nordeste,Aw,140
Trizidela do Vale,2112233,211223,MA,Nordeste,Aw,57
Tufilândia,2112274,211227,MA,Nordeste,Aw,28
Tuntum,2112308,211230,MA,Nordeste,Aw,194
Turiaçu,2112407,211240,MA,Nordeste,Am,34
Turilândia,2112456,211245,MA,Nordeste,Am,26
Tutóia,2112506,211250,MA,Nordeste,As,46
Urbano Santos,2112605,211260,MA,Nordeste,Aw,83
Vargem Grande,2112704,211270,MA,Nordeste,Aw,58
Viana,2112803,211280,MA,Nordeste,Am,16
Vila Nova dos Martírios,2112852,211285,MA,Nordeste,Aw,199
Vitória do Mearim,2112902,211290,MA,Nordeste,Am,13
Vitorino Freire,2113009,211300,MA,Nordeste,Aw,53
Zé Doca,2114007,211400,MA,Nordeste,Am,73
Acauã,2200053,220005,PI,Nordeste,BSh,472
Agricolândia,2200103,220010,PI,Nordeste,Aw,298
Água Branca,2200202,220020,PI,Nordeste,Aw,233
Alagoinha do Piauí,2200251,220025,PI,Nordeste,BSh,445
Alegrete do Piauí,2200277,220027,PI,Nordeste,BSh,487
Alto Longá,2200301,220030,PI,Nordeste,Aw,164
Altos,2200400,220040,PI,Nordeste,Aw,172
Alvorada do Gurguéia,2200459,220045,PI,Nordeste,Aw,376
Amarante,2200509,220050,PI,Nordeste,Aw,164
Angical do Piauí,2200608,220060,PI,Nordeste,Aw,217
Anísio de Abreu,2200707,220070,PI,Nordeste,Aw,491
Antônio Almeida,2200806,220080,PI,Nordeste,Aw,340
Aroazes,2200905,220090,PI,Nordeste,Aw,247
Aroeiras do Itaim,2200954,220095,PI,Nordeste,BSh,265
Arraial,2201002,220100,PI,Nordeste,Aw,190
Assunção do Piauí,2201051,220105,PI,Nordeste,As,612
Avelino Lopes,2201101,220110,PI,Nordeste,Aw,495
Baixa Grande do Ribeiro,2201150,220115,PI,Nordeste,Aw,477
Barra D'Alcântara,2201176,220117,PI,Nordeste,Aw,344
Barras,2201200,220120,PI,Nordeste,As,103
Barreiras do Piauí,2201309,220130,PI,Nordeste,Aw,468
Barro Duro,2201408,220140,PI,Nordeste,Aw,198
Batalha,2201507,220150,PI,Nordeste,As,93
Bela Vista do Piauí,2201556,220155,PI,Nordeste,BSh,322
Belém do Piauí,2201572,220157,PI,Nordeste,BSh,367
Beneditinos,2201606,220160,PI,Nordeste,Aw,118
Bertolínia,2201705,220170,PI,Nordeste,Aw,314
Betânia do Piauí,2201739,220173,PI,Nordeste,BSh,477
Boa Hora,2201770,220177,PI,Nordeste,As,115
Bocaina,2201804,220180,PI,Nordeste,BSh,321
Bom Jesus,2201903,220190,PI,Nordeste,Aw,505
Bom Princípio do Piauí,2201919,220191,PI,Nordeste,As,62
Bonfim do Piauí,2201929,220192,PI,Nordeste,BSh,438
Boqueirão do Piauí,2201945,220194,PI,Nordeste,As,124
Brasileira,2201960,220196,PI,Nordeste,As,138
Brejo do Piauí,2201988,220198,PI,Nordeste,Aw,392
Buriti dos Lopes,2202000,220200,PI,Nordeste,As,52
Buriti dos Montes,2202026,220202,PI,Nordeste,As,392
Cabeceiras do Piauí,2202059,220205,PI,Nordeste,As,111
Cajazeiras do Piauí,2202075,220207,PI,Nordeste,Aw,174
Cajueiro da Praia,2202083,220208,PI,Nordeste,As,13
Caldeirão Grande do Piauí,2202091,220209,PI,Nordeste,BSh,653
Campinas do Piauí,2202109,220210,PI,Nordeste,BSh,269
Campo Alegre do Fidalgo,2202117,220211,PI,Nordeste,BSh,381
Campo Grande do Piauí,2202133,220213,PI,Nordeste,BSh,388
Campo Largo do Piauí,2202174,220217,PI,Nordeste,Aw,84
Campo Maior,2202208,220220,PI,Nordeste,As,147
Canavieira,2202251,220225,PI,Nordeste,Aw,260
Canto do Buriti,2202307,220230,PI,Nordeste,Aw,454
Capitão de Campos,2202406,220240,PI,Nordeste,As,177
Capitão Gervásio Oliveira,2202455,220245,PI,Nordeste,BSh,355
Caracol,2202505,220250,PI,Nordeste,Aw,602
Caraúbas do Piauí,2202539,220253,PI,Nordeste,As,66
Caridade do Piauí,2202554,220255,PI,Nordeste,BSh,401
Castelo do Piauí,2202604,220260,PI,Nordeste,As,262
Caxingó,2202653,220265,PI,Nordeste,As,53
Cocal,2202703,220270,PI,Nordeste,As,183
Cocal de Telha,2202711,220271,PI,Nordeste,As,148
Cocal dos Alves,2202729,220272,PI,Nordeste,As,230
Coivaras,2202737,220273,PI,Nordeste,Aw,174
Colônia do Gurguéia,2202752,220275,PI,Nordeste,Aw,307
Colônia do Piauí,2202778,220277,PI,Nordeste,Aw,253
Conceição do Canindé,2202802,220280,PI,Nordeste,BSh,319
Coronel José Dias,2202851,220285,PI,Nordeste,BSh,411
Corrente,2202901,220290,PI,Nordeste,Aw,536
Cristalândia do Piauí,2203008,220300,PI,Nordeste,Aw,555
Cristino Castro,2203107,220310,PI,Nordeste,Aw,381
Curimatá,2203206,220320,PI,Nordeste,Aw,448
Currais,2203230,220323,PI,Nordeste,Aw,482
Curralinhos,2203255,220325,PI,Nordeste,Aw,180
Curral Novo do Piauí,2203271,220327,PI,Nordeste,BSh,510
Demerval Lobão,2203305,220330,PI,Nordeste,Aw,113
Dirceu Arcoverde,2203354,220335,PI,Nordeste,BSh,444
Dom Expedito Lopes,2203404,220340,PI,Nordeste,As,455
Domingos Mourão,2203420,220342,PI,Nordeste,As,237
Dom Inocêncio,2203453,220345,PI,Nordeste,BSh,405
Elesbão Veloso,2203503,220350,PI,Nordeste,Aw,233
Eliseu Martins,2203602,220360,PI,Nordeste,Aw,325
Esperantina,2203701,220370,PI,Nordeste,Aw,84
Fartura do Piauí,2203750,220375,PI,Nordeste,BSh,448
Flores do Piauí,2203800,220380,PI,Nordeste,Aw,327
Floresta do Piauí,2203859,220385,PI,Nordeste,BSh,258
Floriano,2203909,220390,PI,Nordeste,Aw,211
Francinópolis,2204006,220400,PI,Nordeste,Aw,298
Francisco Ayres,2204105,220410,PI,Nordeste,Aw,181
Francisco Macedo,2204154,220415,PI,Nordeste,BSh,458
Francisco Santos,2204204,220420,PI,Nordeste,BSh,400
Fronteiras,2204303,220430,PI,Nordeste,BSh,518
Geminiano,2204352,220435,PI,Nordeste,BSh,307
Gilbués,2204402,220440,PI,Nordeste,Aw,467
Guadalupe,2204501,220450,PI,Nordeste,Aw,200
Guaribas,2204550,220455,PI,Nordeste,Aw,561
Hugo Napoleão,2204600,220460,PI,Nordeste,Aw,225
Ilha Grande,2204659,220465,PI,Nordeste,As,4
Inhuma,2204709,220470,PI,Nordeste,As,466
Ipiranga do Piauí,2204808,220480,PI,Nordeste,As,445
Isaías Coelho,2204907,220490,PI,Nordeste,Aw,297
Itainópolis,2205003,220500,PI,Nordeste,BSh,278
Itaueira,2205102,220510,PI,Nordeste,Aw,315
Jacobina do Piauí,2205151,220515,PI,Nordeste,BSh,336
Jaicós,2205201,220520,PI,Nordeste,BSh,337
Jardim do Mulato,2205250,220525,PI,Nordeste,Aw,248
Jatobá do Piauí,2205276,220527,PI,Nordeste,As,177
Jerumenha,2205300,220530,PI,Nordeste,Aw,215
João Costa,2205359,220535,PI,Nordeste,BSh,404
Joaquim Pires,2205409,220540,PI,Nordeste,As,51
Joca Marques,2205458,220545,PI,Nordeste,As,58
José de Freitas,2205508,220550,PI,Nordeste,Aw,122
Juazeiro do Piauí,2205516,220551,PI,Nordeste,As,229
Júlio Borges,2205524,220552,PI,Nordeste,Aw,546
Jurema,2205532,220553,PI,Nordeste,Aw,550
Lagoinha do Piauí,2205540,220554,PI,Nordeste,Aw,256
Lagoa Alegre,2205557,220555,PI,Nordeste,Aw,118
Lagoa do Barro do Piauí,2205565,220556,PI,Nordeste,BSh,445
Lagoa de São Francisco,2205573,220557,PI,Nordeste,As,354
Lagoa do Piauí,2205581,220558,PI,Nordeste,Aw,140
Lagoa do Sítio,2205599,220559,PI,Nordeste,As,465
Landri Sales,2205607,220560,PI,Nordeste,Aw,328
Luís Correia,2205706,220570,PI,Nordeste,As,40
Luzilândia,2205805,220580,PI,Nordeste,Aw,58
Madeiro,2205854,220585,PI,Nordeste,Aw,57
Manoel Emídio,2205904,220590,PI,Nordeste,Aw,405
Marcolândia,2205953,220595,PI,Nordeste,BSh,659
Marcos Parente,2206001,220600,PI,Nordeste,Aw,288
Massapê do Piauí,2206050,220605,PI,Nordeste,BSh,303
Matias Olímpio,2206100,220610,PI,Nordeste,Aw,74
Miguel Alves,2206209,220620,PI,Nordeste,Aw,82
Miguel Leão,2206308,220630,PI,Nordeste,Aw,267
Milton Brandão,2206357,220635,PI,Nordeste,As,317
Monsenhor Gil,2206407,220640,PI,Nordeste,Aw,195
Monsenhor Hipólito,2206506,220650,PI,Nordeste,BSh,467
Monte Alegre do Piauí,2206605,220660,PI,Nordeste,Aw,444
Morro Cabeça no Tempo,2206654,220665,PI,Nordeste,Aw,521
Morro do Chapéu do Piauí,2206670,220667,PI,Nordeste,Aw,79
Murici dos Portelas,2206696,220669,PI,Nordeste,As,46
Nazaré do Piauí,2206704,220670,PI,Nordeste,Aw,212
Nossa Senhora de Nazaré,2206753,220675,PI,Nordeste,As,117
Nossa Senhora dos Remédios,2206803,220680,PI,Nordeste,Aw,87
Novo Oriente do Piauí,2206902,220690,PI,Nordeste,Aw,325
Novo Santo Antônio,2206951,220695,PI,Nordeste,As,171
Oeiras,2207009,220700,PI,Nordeste,Aw,238
Olho D'Água do Piauí,2207108,220710,PI,Nordeste,Aw,245
Padre Marcos,2207207,220720,PI,Nordeste,BSh,396
Paes Landim,2207306,220730,PI,Nordeste,BSh,259
Pajeú do Piauí,2207355,220735,PI,Nordeste,Aw,328
Palmeira do Piauí,2207405,220740,PI,Nordeste,Aw,470
Palmeirais,2207504,220750,PI,Nordeste,Aw,170
Paquetá,2207553,220755,PI,Nordeste,As,299
Parnaguá,2207603,220760,PI,Nordeste,Aw,453
Parnaíba,2207702,220770,PI,Nordeste,As,20
Passagem Franca do Piauí,2207751,220775,PI,Nordeste,Aw,187
Patos do Piauí,2207777,220777,PI,Nordeste,BSh,311
Pau D'Arco do Piauí,2207793,220779,PI,Nordeste,Aw,129
Paulistana,2207801,220780,PI,Nordeste,BSh,387
Pavussu,2207850,220785,PI,Nordeste,Aw,409
Pedro II,2207900,220790,PI,Nordeste,As,428
Pedro Laurentino,2207934,220793,PI,Nordeste,BSh,299
Nova Santa Rita,2207959,220795,PI,Nordeste,BSh,326
Picos,2208007,220800,PI,Nordeste,BSh,322
Pimenteiras,2208106,220810,PI,Nordeste,As,521
Pio IX,2208205,220820,PI,Nordeste,BSh,578
Piracuruca,2208304,220830,PI,Nordeste,As,118
Piripiri,2208403,220840,PI,Nordeste,As,185
Porto,2208502,220850,PI,Nordeste,Aw,56
Porto Alegre do Piauí,2208551,220855,PI,Nordeste,Aw,260
Prata do Piauí,2208601,220860,PI,Nordeste,Aw,134
Queimada Nova,2208650,220865,PI,Nordeste,BSh,479
Redenção do Gurguéia,2208700,220870,PI,Nordeste,Aw,441
Regeneração,2208809,220880,PI,Nordeste,Aw,280
Riacho Frio,2208858,220885,PI,Nordeste,Aw,416
Ribeira do Piauí,2208874,220887,PI,Nordeste,BSh,234
Ribeiro Gonçalves,2208908,220890,PI,Nordeste,Aw,389
Rio Grande do Piauí,2209005,220900,PI,Nordeste,Aw,358
Santa Cruz do Piauí,2209104,220910,PI,Nordeste,As,260
Santa Cruz dos Milagres,2209153,220915,PI,Nordeste,Aw,199
Santa Filomena,2209203,220920,PI,Nordeste,Aw,435
Santa Luz,2209302,220930,PI,Nordeste,Aw,432
Santana do Piauí,2209351,220935,PI,Nordeste,As,451
Santa Rosa do Piauí,2209377,220937,PI,Nordeste,Aw,191
Santo Antônio de Lisboa,2209401,220940,PI,Nordeste,BSh,381
Santo Antônio dos Milagres,2209450,220945,PI,Nordeste,Aw,237
Santo Inácio do Piauí,2209500,220950,PI,Nordeste,BSh,262
São Braz do Piauí,2209559,220955,PI,Nordeste,Aw,577
São Félix do Piauí,2209609,220960,PI,Nordeste,Aw,171
São Francisco de Assis do Piauí,2209658,220965,PI,Nordeste,BSh,384
São Francisco do Piauí,2209708,220970,PI,Nordeste,Aw,213
São Gonçalo do Gurguéia,2209757,220975,PI,Nordeste,Aw,542
São Gonçalo do Piauí,2209807,220980,PI,Nordeste,Aw,240
São João da Canabrava,2209856,220985,PI,Nordeste,As,471
São João da Fronteira,2209872,220987,PI,Nordeste,As,204
São João da Serra,2209906,220990,PI,Nordeste,As,176
São João da Varjota,2209955,220995,PI,Nordeste,As,355
São João do Arraial,2209971,220997,PI,Nordeste,Aw,100
São João do Piauí,2210003,221000,PI,Nordeste,BSh,292
São José do Divino,2210052,221005,PI,Nordeste,As,56
São José do Peixe,2210102,221010,PI,Nordeste,Aw,237
São José do Piauí,2210201,221020,PI,Nordeste,As,523
São Julião,2210300,221030,PI,Nordeste,BSh,402
São Lourenço do Piauí,2210359,221035,PI,Nordeste,BSh,386
São Luis do Piauí,2210375,221037,PI,Nordeste,As,404
São Miguel da Baixa Grande,2210383,221038,PI,Nordeste,Aw,186
São Miguel do Fidalgo,2210391,221039,PI,Nordeste,BSh,244
São Miguel do Tapuio,2210409,221040,PI,Nordeste,As,371
São Pedro do Piauí,2210508,221050,PI,Nordeste,Aw,258
São Raimundo Nonato,2210607,221060,PI,Nordeste,BSh,462
Sebastião Barros,2210623,221062,PI,Nordeste,Aw,478
Sebastião Leal,2210631,221063,PI,Nordeste,Aw,422
Sigefredo Pacheco,2210656,221065,PI,Nordeste,As,229
Simões,2210706,221070,PI,Nordeste,BSh,543
Simplício Mendes,2210805,221080,PI,Nordeste,BSh,286
Socorro do Piauí,2210904,221090,PI,Nordeste,BSh,285
Sussuapara,2210938,221093,PI,Nordeste,BSh,293
Tamboril do Piauí,2210953,221095,PI,Nordeste,Aw,426
Tanque do Piauí,2210979,221097,PI,Nordeste,Aw,302
Teresina,2211001,221100,PI,Nordeste,Aw,113
União,2211100,221110,PI,Nordeste,Aw,86
Uruçuí,2211209,221120,PI,Nordeste,Aw,412
Valença do Piauí,2211308,221130,PI,Nordeste,Aw,315
Várzea Branca,2211357,221135,PI,Nordeste,BSh,469
Várzea Grande,2211407,221140,PI,Nordeste,Aw,343
Vera Mendes,2211506,221150,PI,Nordeste,Aw,311
Vila Nova do Piauí,2211605,221160,PI,Nordeste,BSh,414
Wall Ferraz,2211704,221170,PI,Nordeste,As,240
Abaiara,2300101,230010,CE,Nordeste,As,476
Acarape,2300150,230015,CE,Nordeste,As,144
Acaraú,2300200,230020,CE,Nordeste,As,31
Acopiara,2300309,230030,CE,Nordeste,As,347
Aiuaba,2300408,230040,CE,Nordeste,BSh,523
Alcântaras,2300507,230050,CE,Nordeste,As,641
Altaneira,2300606,230060,CE,Nordeste,As,570
Alto Santo,2300705,230070,CE,Nordeste,As,122
Amontada,2300754,230075,CE,Nordeste,As,41
Antonina do Norte,2300804,230080,CE,Nordeste,BSh,423
Apuiarés,2300903,230090,CE,Nordeste,BSh,107
Aquiraz,2301000,230100,CE,Nordeste,As,36
Aracati,2301109,230110,CE,Nordeste,As,34
Aracoiaba,2301208,230120,CE,Nordeste,As,117
Ararendá,2301257,230125,CE,Nordeste,As,366
Araripe,2301307,230130,CE,Nordeste,BSh,757
Aratuba,2301406,230140,CE,Nordeste,As,571
Arneiroz,2301505,230150,CE,Nordeste,BSh,429
Assaré,2301604,230160,CE,Nordeste,As,499
Aurora,2301703,230170,CE,Nordeste,As,333
Baixio,2301802,230180,CE,Nordeste,As,275
Banabuiú,2301851,230185,CE,Nordeste,BSh,157
Barbalha,2301901,230190,CE,Nordeste,As,765
Barreira,2301950,230195,CE,Nordeste,As,100
Barro,2302008,230200,CE,Nordeste,As,409
Barroquinha,2302057,230205,CE,Nordeste,As,19
Baturité,2302107,230210,CE,Nordeste,As,232
Beberibe,2302206,230220,CE,Nordeste,As,44
Bela Cruz,2302305,230230,CE,Nordeste,As,50
Boa Viagem,2302404,230240,CE,Nordeste,BSh,414
Brejo Santo,2302503,230250,CE,Nordeste,As,475
Camocim,2302602,230260,CE,Nordeste,As,22
Campos Sales,2302701,230270,CE,Nordeste,BSh,559
Canindé,2302800,230280,CE,Nordeste,BSh,305
Capistrano,2302909,230290,CE,Nordeste,As,239
Caridade,2303006,230300,CE,Nordeste,As,185
Cariré,2303105,230310,CE,Nordeste,As,137
Caririaçu,2303204,230320,CE,Nordeste,As,487
Cariús,2303303,230330,CE,Nordeste,As,333
Carnaubal,2303402,230340,CE,Nordeste,As,760
Cascavel,2303501,230350,CE,Nordeste,As,49
Catarina,2303600,230360,CE,Nordeste,BSh,478
Catunda,2303659,230365,CE,Nordeste,BSh,390
Caucaia,2303709,230370,CE,Nordeste,As,76
Cedro,2303808,230380,CE,Nordeste,As,270
Chaval,2303907,230390,CE,Nordeste,As,31
Choró,2303931,230393,CE,Nordeste,BSh,271
Chorozinho,2303956,230395,CE,Nordeste,As,71
Coreaú,2304004,230400,CE,Nordeste,As,133
Crateús,2304103,230410,CE,Nordeste,As,353
Crato,2304202,230420,CE,Nordeste,As,716
